,Upvotes,Tags,Setup,Punchline,Joke,Setup-Profanity,Punchline-Profanity,Profanity,Max-Profanity,Profanity-Tag
31957,0,,Why did Adele cross the road?,To say hello from the other side.,Why did Adele cross the road? To say hello from the other side.,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
31959,0,,Why did Adele cross the road?,To say hello from the other side.,Why did Adele cross the road? To say hello from the other side.,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
31960,0,,Why did Adele cross the road?,To say hello from the other side.,Why did Adele cross the road? To say hello from the other side.,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
16837,3,,Why did Adele cross the road?,To say hello from the other side!,Why did Adele cross the road? To say hello from the other side!,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
31930,0,,Why did Adele cross the road?,To say hello from the other side!,Why did Adele cross the road? To say hello from the other side!,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
31941,0,,Why did Adele cross the road?,To say hello from the other side!,Why did Adele cross the road? To say hello from the other side!,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
3083,66,,Why did Adele cross the road?,To say hello from the other side,Why did Adele cross the road? To say hello from the other side,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
4050,44,,Why did Adele cross the road?,To say hello from the other side,Why did Adele cross the road? To say hello from the other side,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
22640,1,,Why did Adele cross the road?,To say hello from the other side,Why did Adele cross the road? To say hello from the other side,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
31938,0,,Why did Adele cross the road?,To say hello from the other side,Why did Adele cross the road? To say hello from the other side,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
31939,0,,Why did Adele cross the road?,To say hello from the other side,Why did Adele cross the road? To say hello from the other side,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
31943,0,,Why did Adele cross the road?,To say hello from the other side,Why did Adele cross the road? To say hello from the other side,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
31946,0,,Why did Adele cross the road?,To say hello from the other side,Why did Adele cross the road? To say hello from the other side,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
31950,0,,Why did Adele cross the road?,To say hello from the other side,Why did Adele cross the road? To say hello from the other side,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
31956,0,,Why did Adele cross the road?,To say hello from the other side,Why did Adele cross the road? To say hello from the other side,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
10744,8,,Why did Adele cross the road?,To say Hello from the other side.,Why did Adele cross the road? To say Hello from the other side.,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
31927,0,,Why did Adele cross the road?,To say Hello from the other side.,Why did Adele cross the road? To say Hello from the other side.,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
31936,0,,Why did Adele cross the road?,To say Hello from the other side.,Why did Adele cross the road? To say Hello from the other side.,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
31962,0,,Why did Adele cross the road?,To say Hello from the other side.,Why did Adele cross the road? To say Hello from the other side.,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
11505,7,,Why did Adele cross the road?,So she could say hello from the other side,Why did Adele cross the road? So she could say hello from the other side,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
11506,7,,Why did Adele cross the road?,So she could say hello from the other side,Why did Adele cross the road? So she could say hello from the other side,0.08905287198405035,0.02363424034119518,0.06375918199820237,0.08905287198405035,setup
4523,37,,Why couldn't the lifeguard save the hippie?,He was too far out.,Why couldn't the lifeguard save the hippie? He was too far out.,0.18660814736935918,0.01484251447592003,0.13285754059853322,0.18660814736935918,setup
5266,29,,Why couldn't the lifeguard save the hippie?,He was too far out.,Why couldn't the lifeguard save the hippie? He was too far out.,0.18660814736935918,0.01484251447592003,0.13285754059853322,0.18660814736935918,setup
12461,6,,Why couldn't the chameleon change colors?,He had a reptile dysfunction.,Why couldn't the chameleon change colors? He had a reptile dysfunction.,0.08434146321645362,0.0363997148316473,0.08434146321645362,0.08434146321645362,full
19335,2,,Why couldn't the chameleon change colors?,He had a reptile dysfunction.,Why couldn't the chameleon change colors? He had a reptile dysfunction.,0.08434146321645362,0.0363997148316473,0.08434146321645362,0.08434146321645362,full
9610,10,,Why couldn't the bicycle stand on its own?,It was two tired.,Why couldn't the bicycle stand on its own? It was two tired.,0.0160734107841684,0.016606275830948796,0.012047960570897808,0.016606275830948796,punchline
31877,0,,Why couldn't the bicycle stand on its own?,It was two tired.,Why couldn't the bicycle stand on its own? It was two tired.,0.0160734107841684,0.016606275830948796,0.012047960570897808,0.016606275830948796,punchline
3728,50,,Why couldn't Mozart find his teacher?,Because he was Haydn.,Why couldn't Mozart find his teacher? Because he was Haydn.,0.03339299595542143,0.0363997148316473,0.03339299595542143,0.0363997148316473,punchline
19330,2,,Why couldn't Mozart find his teacher?,Because he was Haydn.,Why couldn't Mozart find his teacher? Because he was Haydn.,0.03339299595542143,0.0363997148316473,0.03339299595542143,0.0363997148316473,punchline
10138,9,,Why couldn't Hellen Keller drive?,Because she was a woman.,Why couldn't Hellen Keller drive? Because she was a woman.,0.17180753184640057,0.15065879579115293,0.26715179971678876,0.26715179971678876,full
31860,0,,Why couldn't Hellen Keller drive?,Because she was a woman.,Why couldn't Hellen Keller drive? Because she was a woman.,0.17180753184640057,0.15065879579115293,0.26715179971678876,0.26715179971678876,full
3869,47,,Why couldn't Helen Keller drive?,Because she was a woman.,Why couldn't Helen Keller drive? Because she was a woman.,0.02784961547472652,0.15065879579115293,0.05486380762243851,0.15065879579115293,punchline
5861,24,,Why couldn't Helen Keller drive?,Because she was a woman.,Why couldn't Helen Keller drive? Because she was a woman.,0.02784961547472652,0.15065879579115293,0.05486380762243851,0.15065879579115293,punchline
31857,0,,Why couldn't Helen Keller drive?,Because she was a woman.,Why couldn't Helen Keller drive? Because she was a woman.,0.02784961547472652,0.15065879579115293,0.05486380762243851,0.15065879579115293,punchline
19328,2,,Why couldn't Helen Keller drive?,Because she was a woman,Why couldn't Helen Keller drive? Because she was a woman,0.02784961547472652,0.15065879579115293,0.05486380762243851,0.15065879579115293,punchline
31856,0,,Why couldn't Helen Keller drive?,Because she was a woman,Why couldn't Helen Keller drive? Because she was a woman,0.02784961547472652,0.15065879579115293,0.05486380762243851,0.15065879579115293,punchline
9606,10,,Why can't you trust atoms?,Because they make up everything.,Why can't you trust atoms? Because they make up everything.,0.021505586100367652,0.0465512924518655,0.023871750953122512,0.0465512924518655,punchline
19322,2,,Why can't you trust atoms?,Because they make up everything.,Why can't you trust atoms? Because they make up everything.,0.021505586100367652,0.0465512924518655,0.023871750953122512,0.0465512924518655,punchline
16810,3,,Why can't you trust atoms?,Because they make up everything!,Why can't you trust atoms? Because they make up everything!,0.021505586100367652,0.0465512924518655,0.023871750953122512,0.0465512924518655,punchline
31826,0,,Why can't you trust atoms?,Because they make up everything!,Why can't you trust atoms? Because they make up everything!,0.021505586100367652,0.0465512924518655,0.023871750953122512,0.0465512924518655,punchline
4179,42,,Why can't you starve in a desert?,Because of all the sand which is there.,Why can't you starve in a desert? Because of all the sand which is there.,0.01852799070639606,0.018513470926838905,0.013677117072394709,0.01852799070639606,setup
31821,0,,Why can't you starve in a desert?,Because of all the sand which is there.,Why can't you starve in a desert? Because of all the sand which is there.,0.01852799070639606,0.018513470926838905,0.013677117072394709,0.01852799070639606,setup
3632,52,,Why can't you play Uno with a Mexican?,They steal all the green cards.,Why can't you play Uno with a Mexican? They steal all the green cards.,0.1778502844868716,0.01637441078218927,0.05245076897937313,0.1778502844868716,setup
4943,32,,Why can't you play Uno with a Mexican?,They steal all the green cards.,Why can't you play Uno with a Mexican? They steal all the green cards.,0.1778502844868716,0.01637441078218927,0.05245076897937313,0.1778502844868716,setup
13591,5,,Why can't you play Uno with a Mexican?,They steal all the green cards.,Why can't you play Uno with a Mexican? They steal all the green cards.,0.1778502844868716,0.01637441078218927,0.05245076897937313,0.1778502844868716,setup
9603,10,,Why can't you hear pterodactyls go to the bathroom?,Because the pee is silent! I'm not ashamed.,Why can't you hear pterodactyls go to the bathroom? Because the pee is silent! I'm not ashamed.,0.01726687152784737,0.6285004981997098,0.33275594731164276,0.6285004981997098,punchline
31817,0,,Why can't you hear pterodactyls go to the bathroom?,Because the pee is silent! I'm not ashamed.,Why can't you hear pterodactyls go to the bathroom? Because the pee is silent! I'm not ashamed.,0.01726687152784737,0.6285004981997098,0.33275594731164276,0.6285004981997098,punchline
10131,9,,Why can't you hear a pterodactyl going to the bathroom?,Because the P is silent.,Why can't you hear a pterodactyl going to the bathroom? Because the P is silent.,0.021685219885064645,0.050901162470275985,0.02734267179180213,0.050901162470275985,punchline
22603,1,,Why can't you hear a pterodactyl going to the bathroom?,Because the P is silent.,Why can't you hear a pterodactyl going to the bathroom? Because the P is silent.,0.021685219885064645,0.050901162470275985,0.02734267179180213,0.050901162470275985,punchline
6695,19,,Why can't you hear a pterodactyl go to the bathroom?,The p is silent.,Why can't you hear a pterodactyl go to the bathroom? The p is silent.,0.01726687152784737,0.050901162470275985,0.023279919557848354,0.050901162470275985,punchline
8054,14,,Why can't you hear a pterodactyl go to the bathroom?,The p is silent.,Why can't you hear a pterodactyl go to the bathroom? The p is silent.,0.01726687152784737,0.050901162470275985,0.023279919557848354,0.050901162470275985,punchline
13587,5,,Why can't you hear a pterodactyl go to the bathroom?,The p is silent.,Why can't you hear a pterodactyl go to the bathroom? The p is silent.,0.01726687152784737,0.050901162470275985,0.023279919557848354,0.050901162470275985,punchline
3868,47,,Why can't you hear a pterodactyl go to the bathroom?,Because the pee is silent.,Why can't you hear a pterodactyl go to the bathroom? Because the pee is silent.,0.01726687152784737,0.3260533789139532,0.1270296150787634,0.3260533789139532,punchline
6905,18,,Why can't you hear a pterodactyl go to the bathroom?,Because the pee is silent.,Why can't you hear a pterodactyl go to the bathroom? Because the pee is silent.,0.01726687152784737,0.3260533789139532,0.1270296150787634,0.3260533789139532,punchline
8370,13,,Why can't you hear a pterodactyl go to the bathroom?,Because the P is silent.,Why can't you hear a pterodactyl go to the bathroom? Because the P is silent.,0.01726687152784737,0.050901162470275985,0.023279919557848354,0.050901162470275985,punchline
22602,1,,Why can't you hear a pterodactyl go to the bathroom?,Because the P is silent.,Why can't you hear a pterodactyl go to the bathroom? Because the P is silent.,0.01726687152784737,0.050901162470275985,0.023279919557848354,0.050901162470275985,punchline
31813,0,,Why can't you hear a pterodactyl go to the bathroom?,Because the P is silent.,Why can't you hear a pterodactyl go to the bathroom? Because the P is silent.,0.01726687152784737,0.050901162470275985,0.023279919557848354,0.050901162470275985,punchline
8369,13,,Why can't you hear a pterodactyl go to the bathroom?,"Because the  ""P "" is silent.","Why can't you hear a pterodactyl go to the bathroom? Because the  ""P "" is silent.",0.01726687152784737,0.050901162470275985,0.023279919557848354,0.050901162470275985,punchline
31812,0,,Why can't you hear a pterodactyl go to the bathroom?,"Because the  ""P "" is silent.","Why can't you hear a pterodactyl go to the bathroom? Because the  ""P "" is silent.",0.01726687152784737,0.050901162470275985,0.023279919557848354,0.050901162470275985,punchline
533,1071,,Why can't you fool an aborted fetus?,It wasn't born yesterday.,Why can't you fool an aborted fetus? It wasn't born yesterday.,0.9700682111898569,0.016225832462971764,0.4209233009525307,0.9700682111898569,setup
13585,5,,Why can't you fool an aborted fetus?,It wasn't born yesterday.,Why can't you fool an aborted fetus? It wasn't born yesterday.,0.9700682111898569,0.016225832462971764,0.4209233009525307,0.9700682111898569,setup
4685,35,,Why can't you fool an aborted baby?,Because it wasn't born yesterday.,Why can't you fool an aborted baby? Because it wasn't born yesterday.,0.8560338342219435,0.016225832462971764,0.382154404898635,0.8560338342219435,setup
7425,16,,Why can't you fool an aborted baby?,Because it wasn't born yesterday.,Why can't you fool an aborted baby? Because it wasn't born yesterday.,0.8560338342219435,0.016225832462971764,0.382154404898635,0.8560338342219435,setup
11494,7,,Why can't you fool an aborted baby?,Because it wasn't born yesterday.,Why can't you fool an aborted baby? Because it wasn't born yesterday.,0.8560338342219435,0.016225832462971764,0.382154404898635,0.8560338342219435,setup
2820,75,,Why can't orphans play baseball?,They don't know where home is.,Why can't orphans play baseball? They don't know where home is.,0.05112261523158699,0.051388903095007175,0.05699085637001176,0.05699085637001176,full
4940,32,,Why can't orphans play baseball?,They don't know where home is.,Why can't orphans play baseball? They don't know where home is.,0.05112261523158699,0.051388903095007175,0.05699085637001176,0.05699085637001176,full
5157,30,,Why can't orphans play baseball?,They don't know where home is.,Why can't orphans play baseball? They don't know where home is.,0.05112261523158699,0.051388903095007175,0.05699085637001176,0.05699085637001176,full
10127,9,,Why can't orphans play baseball?,They don't know where home is.,Why can't orphans play baseball? They don't know where home is.,0.05112261523158699,0.051388903095007175,0.05699085637001176,0.05699085637001176,full
16791,3,,Why can't orphans play baseball?,They don't know where home is.,Why can't orphans play baseball? They don't know where home is.,0.05112261523158699,0.051388903095007175,0.05699085637001176,0.05699085637001176,full
1707,148,,Why can't orphans play baseball?,Because they don't know where home is.,Why can't orphans play baseball? Because they don't know where home is.,0.05112261523158699,0.051388903095007175,0.05699085637001176,0.05699085637001176,full
9600,10,,Why can't orphans play baseball?,Because they don't know where home is.,Why can't orphans play baseball? Because they don't know where home is.,0.05112261523158699,0.051388903095007175,0.05699085637001176,0.05699085637001176,full
10129,9,,Why can't orphans play baseball?,Because they don't know where home is.,Why can't orphans play baseball? Because they don't know where home is.,0.05112261523158699,0.051388903095007175,0.05699085637001176,0.05699085637001176,full
972,313,,Why can't a blonde dial 911?,She can't find the eleven.,Why can't a blonde dial 911? She can't find the eleven.,0.011423857949135785,0.0363997148316473,0.011423857949135785,0.0363997148316473,punchline
2529,87,,Why can't a blonde dial 911?,She can't find the eleven.,Why can't a blonde dial 911? She can't find the eleven.,0.011423857949135785,0.0363997148316473,0.011423857949135785,0.0363997148316473,punchline
7158,17,,Why can't a blonde dial 911?,She can't find the eleven.,Why can't a blonde dial 911? She can't find the eleven.,0.011423857949135785,0.0363997148316473,0.011423857949135785,0.0363997148316473,punchline
22568,1,,Why can't a blonde dial 911?,She can't find the eleven.,Why can't a blonde dial 911? She can't find the eleven.,0.011423857949135785,0.0363997148316473,0.011423857949135785,0.0363997148316473,punchline
31695,0,,Why can't a blonde dial 911?,She can't find the eleven.,Why can't a blonde dial 911? She can't find the eleven.,0.011423857949135785,0.0363997148316473,0.011423857949135785,0.0363997148316473,punchline
5484,27,,Why can't a blonde dial 911?,She can't find the eleven,Why can't a blonde dial 911? She can't find the eleven,0.011423857949135785,0.0363997148316473,0.011423857949135785,0.0363997148316473,punchline
31696,0,,Why can't a blonde dial 911?,She can't find the eleven,Why can't a blonde dial 911? She can't find the eleven,0.011423857949135785,0.0363997148316473,0.011423857949135785,0.0363997148316473,punchline
22589,1,,Why can't Stevie Wonder see his kids?,Because he's black.,Why can't Stevie Wonder see his kids? Because he's black.,0.03228152411696582,0.4036896345190731,0.09502548785983758,0.4036896345190731,punchline
31774,0,,Why can't Stevie Wonder see his kids?,Because he's black.,Why can't Stevie Wonder see his kids? Because he's black.,0.03228152411696582,0.4036896345190731,0.09502548785983758,0.4036896345190731,punchline
542,996,,Why can't Stevie Wonder see his friends?,Because he's married.,Why can't Stevie Wonder see his friends? Because he's married.,0.021144997749540116,0.015038365692845118,0.013705984725690092,0.021144997749540116,setup
1066,276,,Why can't Stevie Wonder see his friends?,Because he's married.,Why can't Stevie Wonder see his friends? Because he's married.,0.021144997749540116,0.015038365692845118,0.013705984725690092,0.021144997749540116,setup
1531,171,,Why can't Stevie Wonder see his friends?,Because he's married.,Why can't Stevie Wonder see his friends? Because he's married.,0.021144997749540116,0.015038365692845118,0.013705984725690092,0.021144997749540116,setup
2558,86,,Why can't Stevie Wonder see his friends?,Because he's married.,Why can't Stevie Wonder see his friends? Because he's married.,0.021144997749540116,0.015038365692845118,0.013705984725690092,0.021144997749540116,setup
2607,84,,Why can't Stevie Wonder see his friends?,Because he's married.,Why can't Stevie Wonder see his friends? Because he's married.,0.021144997749540116,0.015038365692845118,0.013705984725690092,0.021144997749540116,setup
9179,11,,Why can't Stevie Wonder see his friends?,Because he's married,Why can't Stevie Wonder see his friends? Because he's married,0.021144997749540116,0.015038365692845118,0.013705984725690092,0.021144997749540116,setup
31773,0,,Why can't Stevie Wonder see his friends?,Because he's married,Why can't Stevie Wonder see his friends? Because he's married,0.021144997749540116,0.015038365692845118,0.013705984725690092,0.021144997749540116,setup
1051,283,,Why can't Ray Charles see his friends?,Because he's married.,Why can't Ray Charles see his friends? Because he's married.,0.05501595477809364,0.015038365692845118,0.03378112412269887,0.05501595477809364,setup
3167,63,,Why can't Ray Charles see his friends?,Because he's married.,Why can't Ray Charles see his friends? Because he's married.,0.05501595477809364,0.015038365692845118,0.03378112412269887,0.05501595477809364,setup
9601,10,,Why can't Ray Charles see his friends?,Because he's married.,Why can't Ray Charles see his friends? Because he's married.,0.05501595477809364,0.015038365692845118,0.03378112412269887,0.05501595477809364,setup
22579,1,,Why can't Hellen Keller drive?,Because she's a woman.,Why can't Hellen Keller drive? Because she's a woman.,0.3129043263081542,0.15065879579115293,0.3916737846171956,0.3916737846171956,full
31738,0,,Why can't Hellen Keller drive?,Because she's a woman.,Why can't Hellen Keller drive? Because she's a woman.,0.3129043263081542,0.15065879579115293,0.3916737846171956,0.3916737846171956,full
2955,70,,Why can't Helen Keller drive?,Cause she's a woman.,Why can't Helen Keller drive? Cause she's a woman.,0.030541791515964246,0.23914756274197607,0.10215724094903048,0.23914756274197607,punchline
31735,0,,Why can't Helen Keller drive?,Cause she's a woman.,Why can't Helen Keller drive? Cause she's a woman.,0.030541791515964246,0.23914756274197607,0.10215724094903048,0.23914756274197607,punchline
2628,83,,Why can't Helen Keller drive?,Because she's dead.,Why can't Helen Keller drive? Because she's dead.,0.030541791515964246,0.2336605681917357,0.07825658377674971,0.2336605681917357,punchline
13575,5,,Why can't Helen Keller drive?,Because she's dead.,Why can't Helen Keller drive? Because she's dead.,0.030541791515964246,0.2336605681917357,0.07825658377674971,0.2336605681917357,punchline
13576,5,,Why can't Helen Keller drive?,Because she's dead.,Why can't Helen Keller drive? Because she's dead.,0.030541791515964246,0.2336605681917357,0.07825658377674971,0.2336605681917357,punchline
19292,2,,Why can't Helen Keller drive?,Because she's a woman.,Why can't Helen Keller drive? Because she's a woman.,0.030541791515964246,0.15065879579115293,0.0631095515157653,0.15065879579115293,punchline
31733,0,,Why can't Helen Keller drive?,Because she's a woman.,Why can't Helen Keller drive? Because she's a woman.,0.030541791515964246,0.15065879579115293,0.0631095515157653,0.15065879579115293,punchline
584,801,,Why are pills white?,Because they work.,Why are pills white? Because they work.,0.16231347225272835,0.01759178593029006,0.11869279454350692,0.16231347225272835,setup
1915,127,,Why are pills white?,Because they work.,Why are pills white? Because they work.,0.16231347225272835,0.01759178593029006,0.11869279454350692,0.16231347225272835,setup
6502,20,,Why are pills white?,Because they work.,Why are pills white? Because they work.,0.16231347225272835,0.01759178593029006,0.11869279454350692,0.16231347225272835,setup
10120,9,,Why are pills white?,Because they work.,Why are pills white? Because they work.,0.16231347225272835,0.01759178593029006,0.11869279454350692,0.16231347225272835,setup
10121,9,,Why are pills white?,Because they work.,Why are pills white? Because they work.,0.16231347225272835,0.01759178593029006,0.11869279454350692,0.16231347225272835,setup
13550,5,,Why are pills white?,Because they work.,Why are pills white? Because they work.,0.16231347225272835,0.01759178593029006,0.11869279454350692,0.16231347225272835,setup
16758,3,,Why are pills white?,Because they work.,Why are pills white? Because they work.,0.16231347225272835,0.01759178593029006,0.11869279454350692,0.16231347225272835,setup
31549,0,,Why are pills white?,Because they work.,Why are pills white? Because they work.,0.16231347225272835,0.01759178593029006,0.11869279454350692,0.16231347225272835,setup
9171,11,,Why are pills white?,Because they work,Why are pills white? Because they work,0.16231347225272835,0.01759178593029006,0.11869279454350692,0.16231347225272835,setup
11476,7,,Why are pills white?,Because they work,Why are pills white? Because they work,0.16231347225272835,0.01759178593029006,0.11869279454350692,0.16231347225272835,setup
14991,4,,Why are pills white ?,Because they work.,Why are pills white ? Because they work.,0.16231347225272835,0.01759178593029006,0.11869279454350692,0.16231347225272835,setup
31547,0,,Why are pills white ?,Because they work.,Why are pills white ? Because they work.,0.16231347225272835,0.01759178593029006,0.11869279454350692,0.16231347225272835,setup
3494,55,,Why are orphans bad at baseball?,They don't know where home is.,Why are orphans bad at baseball? They don't know where home is.,0.07250350365089084,0.051388903095007175,0.07752220395957445,0.07752220395957445,full
9170,11,,Why are orphans bad at baseball?,They don't know where home is.,Why are orphans bad at baseball? They don't know where home is.,0.07250350365089084,0.051388903095007175,0.07752220395957445,0.07752220395957445,full
16748,3,,Why are homeless people always laughing?,Because they crack themselves up!,Why are homeless people always laughing? Because they crack themselves up!,0.26622301431328405,0.07321085605497075,0.2666530386004138,0.2666530386004138,full
19226,2,,Why are homeless people always laughing?,Because they crack themselves up!,Why are homeless people always laughing? Because they crack themselves up!,0.26622301431328405,0.07321085605497075,0.2666530386004138,0.2666530386004138,full
1367,195,,Why are gay men so well dressed?,They didn't spend all that time in the closet doing nothing.,Why are gay men so well dressed? They didn't spend all that time in the closet doing nothing.,0.16914588172382344,0.22711042065867998,0.33180202497479955,0.33180202497479955,full
4683,35,,Why are gay men so well dressed?,They didn't spend all that time in the closet doing nothing.,Why are gay men so well dressed? They didn't spend all that time in the closet doing nothing.,0.16914588172382344,0.22711042065867998,0.33180202497479955,0.33180202497479955,full
365,792,<clean>,Why are divorces so expensive?,Because they're worth it.,Why are divorces so expensive? Because they're worth it.,0.023770008863837185,0.10184025726002195,0.04638066639900803,0.10184025726002195,punchline
1927,126,,Why are divorces so expensive?,Because they're worth it.,Why are divorces so expensive? Because they're worth it.,0.023770008863837185,0.10184025726002195,0.04638066639900803,0.10184025726002195,punchline
2995,69,,Why are divorces so expensive?,Because they're worth it.,Why are divorces so expensive? Because they're worth it.,0.023770008863837185,0.10184025726002195,0.04638066639900803,0.10184025726002195,punchline
8356,13,,Why are divorces so expensive?,Because they're worth it.,Why are divorces so expensive? Because they're worth it.,0.023770008863837185,0.10184025726002195,0.04638066639900803,0.10184025726002195,punchline
16738,3,,Why are cemeteries surrounded with walls?,Because people are dying to get in there.,Why are cemeteries surrounded with walls? Because people are dying to get in there.,0.06356161715502817,0.2347361614362032,0.1551292498246215,0.2347361614362032,punchline
16739,3,,Why are cemeteries surrounded with walls?,Because people are dying to get in there.,Why are cemeteries surrounded with walls? Because people are dying to get in there.,0.06356161715502817,0.2347361614362032,0.1551292498246215,0.2347361614362032,punchline
22477,1,,Why are cemeteries surrounded with walls?,Because people are dying to get in there.,Why are cemeteries surrounded with walls? Because people are dying to get in there.,0.06356161715502817,0.2347361614362032,0.1551292498246215,0.2347361614362032,punchline
22478,1,,Why are cemeteries surrounded with walls?,Because people are dying to get in there.,Why are cemeteries surrounded with walls? Because people are dying to get in there.,0.06356161715502817,0.2347361614362032,0.1551292498246215,0.2347361614362032,punchline
1872,131,,Why are black people so tall?,Because their knee grows.,Why are black people so tall? Because their knee grows.,0.10066477906534606,0.005904850841591733,0.019639171512968807,0.10066477906534606,setup
2198,105,,Why are black people so tall?,Because their knee grows.,Why are black people so tall? Because their knee grows.,0.10066477906534606,0.005904850841591733,0.019639171512968807,0.10066477906534606,setup
13536,5,,Why are black people so tall?,Because their knee grows.,Why are black people so tall? Because their knee grows.,0.10066477906534606,0.005904850841591733,0.019639171512968807,0.10066477906534606,setup
14972,4,,Why are black people so tall?,Because their knee grows.,Why are black people so tall? Because their knee grows.,0.10066477906534606,0.005904850841591733,0.019639171512968807,0.10066477906534606,setup
7730,15,,Why are black people so tall?,Because their knee grows,Why are black people so tall? Because their knee grows,0.10066477906534606,0.005904850841591733,0.019639171512968807,0.10066477906534606,setup
19202,2,,Why are black people so tall?,Because their knee grows,Why are black people so tall? Because their knee grows,0.10066477906534606,0.005904850841591733,0.019639171512968807,0.10066477906534606,setup
31398,0,,Why are aspirins white?,Because they work.,Why are aspirins white? Because they work.,0.6993714297602724,0.01759178593029006,0.4024388983042838,0.6993714297602724,setup
31399,0,,Why are aspirins white?,Because they work.,Why are aspirins white? Because they work.,0.6993714297602724,0.01759178593029006,0.4024388983042838,0.6993714297602724,setup
3446,56,,Why are New Yorkers so depressed?,Because the light at the end of the tunnel is New Jersey.,Why are New Yorkers so depressed? Because the light at the end of the tunnel is New Jersey.,0.01488670914991034,0.02279702949232349,0.014591235549756321,0.02279702949232349,punchline
7417,16,,Why are New Yorkers so depressed?,Because the light at the end of the tunnel is New Jersey.,Why are New Yorkers so depressed? Because the light at the end of the tunnel is New Jersey.,0.01488670914991034,0.02279702949232349,0.014591235549756321,0.02279702949232349,punchline
705,512,,Why are Americans so good at shooting?,They have the best schools for it.,Why are Americans so good at shooting? They have the best schools for it.,0.03515957904870087,0.00107221219199165,0.00419084296457756,0.03515957904870087,setup
8733,12,,Why are Americans so good at shooting?,They have the best schools for it.,Why are Americans so good at shooting? They have the best schools for it.,0.03515957904870087,0.00107221219199165,0.00419084296457756,0.03515957904870087,setup
1483,177,,Who's the roundest knight at King Arthur's court?,Circumference.,Who's the roundest knight at King Arthur's court? Circumference.,0.04162454732240552,0.0363997148316473,0.04162454732240552,0.04162454732240552,full
13531,5,,Who's the roundest knight at King Arthur's court?,Circumference.,Who's the roundest knight at King Arthur's court? Circumference.,0.04162454732240552,0.0363997148316473,0.04162454732240552,0.04162454732240552,full
22462,1,,Who's the opposite of Christopher Reeves?,Christopher Walken,Who's the opposite of Christopher Reeves? Christopher Walken,0.01212129904286427,0.008141179367728539,0.00921378494791512,0.01212129904286427,setup
31359,0,,Who's the opposite of Christopher Reeves?,Christopher Walken,Who's the opposite of Christopher Reeves? Christopher Walken,0.01212129904286427,0.008141179367728539,0.00921378494791512,0.01212129904286427,setup
311,2149,<clean>,Who is this Rorschach guy?,And why did he draw so many pictures of my parents fighting?,Who is this Rorschach guy? And why did he draw so many pictures of my parents fighting?,0.08224294209791157,0.019825525063884887,0.028114479545968546,0.08224294209791157,setup
3323,59,,Who is this Rorschach guy?,And why did he draw so many pictures of my parents fighting?,Who is this Rorschach guy? And why did he draw so many pictures of my parents fighting?,0.08224294209791157,0.019825525063884887,0.028114479545968546,0.08224294209791157,setup
511,1236,,Who is both a knight and a spy?,Sir Veillance,Who is both a knight and a spy? Sir Veillance,0.048395261617735115,0.11849393477469831,0.08070167531527116,0.11849393477469831,punchline
8730,12,,Who is both a knight and a spy?,Sir Veillance,Who is both a knight and a spy? Sir Veillance,0.048395261617735115,0.11849393477469831,0.08070167531527116,0.11849393477469831,punchline
19171,2,,Who do you give a lost gun to?,The rifle owner.,Who do you give a lost gun to? The rifle owner.,0.10672280244378944,0.023559893623143056,0.05329636657998051,0.10672280244378944,setup
19172,2,,Who do you give a lost gun to?,The rifle owner.,Who do you give a lost gun to? The rifle owner.,0.10672280244378944,0.023559893623143056,0.05329636657998051,0.10672280244378944,setup
10108,9,,Where does the king keep his armies?,In his sleevies!,Where does the king keep his armies? In his sleevies!,0.01727996209594391,0.0363997148316473,0.01727996209594391,0.0363997148316473,punchline
11448,7,,Where does the king keep his armies?,In his sleevies!,Where does the king keep his armies? In his sleevies!,0.01727996209594391,0.0363997148316473,0.01727996209594391,0.0363997148316473,punchline
